377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
377,718
377,718
377,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
376,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
377,718
377,718
376,718
377,718
377,718
376,718
377,718
377,718
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,719
377,719
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,719
376,719
376,719
376,718
376,718
377,718
376,718
377,719
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
377,718
376,718
376,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,718
377,718
377,718
377,718
377,718
377,718
376,718
377,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,719
377,718
377,719
377,718
377,719
377,719
377,718
377,718
377,718
377,719
377,719
377,719
377,719
377,719
377,719
377,718
377,718
377,718
376,718
377,718
376,718
377,718
376,718
377,718
377,719
376,719
376,719
376,719
376,719
376,719
376,718
376,719
376,719
376,719
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,719
377,718
377,718
376,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,719
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
376,718
376,718
377,718
377,718
377,718
376,718
377,719
377,719
377,719
377,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,718
378,718
378,718
377,719
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,719
376,718
376,718
376,718
376,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
375,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
376,718
377,718
377,718
377,718
377,718
377,718
377,718
377,719
377,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,718
377,718
377,719
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
377,718
376,718
376,718
376,718
376,719
376,718
375,718
375,718
375,718
375,718
374,718
374,718
374,718
374,718
374,718
374,718
374,718
375,718
375,718
375,718
376,718
376,718
376,718
376,718
376,718
376,718
377,718
377,718
377,718
377,718
377,719
377,719
377,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
378,719
377,719
377,719
377,718
376,718
376,718
377,718
376,718
377,718
376,718
376,718
376,718
375,718
375,718
375,718
375,718
375,718
374,718
374,718
374,718
374,718
374,718
374,718
375,718
375,718
374,718
374,718
375,718
375,718
375,718
375,718
376,718
376,718
376,718
376,718
377,718
377,718
376,718
377,718
377,718
377,718
377,719
378,718
378,718
378,718
378,718
378,718
