702,239
702,239
702,239
702,239
701,240
702,239
702,240
701,240
700,241
700,242
700,242
700,242
700,242
700,242
699,242
699,241
699,241
698,241
698,242
698,243
698,243
699,242
699,242
700,241
701,241
701,241
701,242
702,243
702,243
704,244
705,243
705,243
706,241
706,241
704,243
703,243
703,244
703,244
703,244
703,243
704,243
705,242
706,243
707,243
708,245
710,248
712,249
712,250
711,251
711,252
711,253
710,253
710,253
705,253
705,253
705,252
709,252
709,253
705,254
705,255
704,257
704,258
704,258
704,258
703,257
703,257
702,257
702,257
701,257
701,257
701,256
702,256
702,257
702,257
703,259
703,261
702,262
701,263
704,263
700,264
700,264
699,263
698,262
701,262
701,263
700,262
700,262
700,261
699,259
700,259
700,258
700,258
701,258
701,257
701,257
701,257
702,258
703,259
700,260
701,261
701,261
701,261
702,261
702,261
702,261
704,262
705,263
706,263
709,263
709,263
704,263
703,263
703,264
706,263
707,263
708,262
708,261
710,261
710,261
711,261
712,262
709,263
713,264
714,265
714,265
714,263
714,262
713,262
715,262
717,262
718,263
718,263
718,263
718,263
719,263
723,263
719,263
720,264
719,265
719,265
719,265
718,265
717,265
717,266
717,267
717,267
717,269
718,269
719,269
719,269
719,268
718,267
718,268
717,268
716,268
715,269
715,269
715,269
715,269
715,270
715,270
716,271
715,271
716,272
717,273
717,274
718,275
718,276
718,276
718,276
718,275
717,273
717,272
716,272
716,273
716,274
715,275
714,274
713,274
712,273
712,272
712,272
712,272
713,272
714,272
715,272
715,272
717,271
719,270
719,270
719,270
719,270
719,269
721,269
721,268
721,267
722,267
722,266
722,265
721,264
721,263
722,262
722,260
723,259
723,258
723,257
723,256
723,256
723,257
723,257
723,259
723,259
722,260
722,259
724,258
725,258
725,258
726,258
724,258
724,257
727,256
723,255
723,253
722,253
721,252
721,253
720,253
719,254
719,254
719,254
719,254
718,255
718,255
718,256
722,256
724,257
724,257
725,257
723,258
727,258
724,259
728,259
724,258
727,256
727,255
723,253
723,252
722,251
722,251
722,252
723,252
724,253
726,253
726,254
727,255
728,256
729,257
729,259
730,261
731,262
732,261
732,261
732,261
732,260
731,259
732,258
732,258
732,258
732,258
731,258
731,257
731,256
730,256
730,255
730,255
729,255
729,256
732,258
726,259
726,259
727,259
727,259
727,258
727,258
727,258
727,259
727,259
726,260
726,260
726,259
726,260
727,260
727,260
727,261
727,260
726,259
726,258
725,258
725,258
725,257
725,257
725,257
725,257
726,257
726,257
726,257
727,257
727,257
727,257
730,258
729,258
728,258
724,259
723,259
723,257
723,258
724,259
725,260
726,261
728,261
